,site_id,survey_date,year,month,is_october,total_count,morning_count,evening_count,cluster,latitude,longitude
704,36,2021-10-01,2021,October,1,330,145,185,1,-33.8781383243968,151.220388721123
705,36,2022-03-01,2022,March,0,353,129,224,1,-33.8781383243968,151.220388721123
706,36,2022-10-01,2022,October,1,318,132,186,1,-33.8781383243968,151.220388721123
707,36,2023-03-01,2023,March,0,354,122,232,1,-33.8781383243968,151.220388721123
708,36,2023-10-01,2023,October,1,371,161,210,1,-33.8781383243968,151.220388721123
709,36,2024-03-01,2024,March,0,360,128,232,1,-33.8781383243968,151.220388721123
710,36,2024-10-01,2024,October,1,384,143,241,1,-33.8781383243968,151.220388721123
711,36,2025-03-01,2025,March,0,423,135,288,1,-33.8781383243968,151.220388721123
712,36,2025-10-01,2025,October,1,447,170,277,1,-33.8781383243968,151.220388721123
713,37,2010-03-01,2010,March,0,46,18,28,1,-33.8768488383011,151.229478429068
714,37,2010-10-01,2010,October,1,49,23,26,1,-33.8768488383011,151.229478429068
715,37,2011-03-01,2011,March,0,72,28,44,1,-33.8768488383011,151.229478429068
716,37,2011-10-01,2011,October,1,62,23,39,1,-33.8768488383011,151.229478429068
717,37,2012-03-01,2012,March,0,69,26,43,1,-33.8768488383011,151.229478429068
718,37,2012-10-01,2012,October,1,85,34,51,1,-33.8768488383011,151.229478429068
719,37,2013-03-01,2013,March,0,66,26,40,1,-33.8768488383011,151.229478429068
720,37,2013-10-01,2013,October,1,53,19,34,1,-33.8768488383011,151.229478429068
721,37,2014-03-01,2014,March,0,88,40,48,1,-33.8768488383011,151.229478429068
722,37,2014-10-01,2014,October,1,76,35,41,1,-33.8768488383011,151.229478429068
723,37,2015-03-01,2015,March,0,63,36,27,1,-33.8768488383011,151.229478429068
724,37,2015-10-01,2015,October,1,68,27,41,1,-33.8768488383011,151.229478429068
725,37,2016-03-01,2016,March,0,74,42,32,1,-33.8768488383011,151.229478429068
726,37,2016-10-01,2016,October,1,45,29,16,1,-33.8768488383011,151.229478429068
727,37,2017-03-01,2017,March,0,52,30,22,1,-33.8768488383011,151.229478429068
728,37,2017-10-01,2017,October,1,91,40,51,1,-33.8768488383011,151.229478429068
729,37,2018-10-01,2018,October,1,62,42,20,1,-33.8768488383011,151.229478429068
730,37,2019-03-01,2019,March,0,109,40,69,1,-33.8768488383011,151.229478429068
731,37,2019-10-01,2019,October,1,115,35,80,1,-33.8768488383011,151.229478429068
732,37,2020-03-01,2020,March,0,108,16,92,1,-33.8768488383011,151.229478429068
733,37,2020-10-01,2020,October,1,78,25,53,1,-33.8768488383011,151.229478429068
734,37,2021-03-01,2021,March,0,119,48,71,1,-33.8768488383011,151.229478429068
735,37,2021-10-01,2021,October,1,123,66,57,1,-33.8768488383011,151.229478429068
736,37,2022-03-01,2022,March,0,75,25,50,1,-33.8768488383011,151.229478429068
737,37,2022-10-01,2022,October,1,102,34,68,1,-33.8768488383011,151.229478429068
738,37,2023-03-01,2023,March,0,118,44,74,1,-33.8768488383011,151.229478429068
739,37,2023-10-01,2023,October,1,81,26,55,1,-33.8768488383011,151.229478429068
740,37,2024-03-01,2024,March,0,134,61,73,1,-33.8768488383011,151.229478429068
741,37,2024-10-01,2024,October,1,132,44,88,1,-33.8768488383011,151.229478429068
742,37,2025-03-01,2025,March,0,156,65,91,1,-33.8768488383011,151.229478429068
743,37,2025-10-01,2025,October,1,138,50,88,1,-33.8768488383011,151.229478429068
744,40,2010-03-01,2010,March,0,229,128,101,1,-33.8746023870553,151.218058883758
745,40,2010-10-01,2010,October,1,169,87,82,1,-33.8746023870553,151.218058883758
746,40,2011-03-01,2011,March,0,122,78,44,1,-33.8746023870553,151.218058883758
747,40,2011-10-01,2011,October,1,470,215,255,1,-33.8746023870553,151.218058883758
748,40,2012-03-01,2012,March,0,411,205,206,1,-33.8746023870553,151.218058883758
749,40,2012-10-01,2012,October,1,265,110,155,1,-33.8746023870553,151.218058883758
750,40,2013-03-01,2013,March,0,352,180,172,1,-33.8746023870553,151.218058883758
751,40,2013-10-01,2013,October,1,426,204,222,1,-33.8746023870553,151.218058883758
752,40,2014-03-01,2014,March,0,467,220,247,1,-33.8746023870553,151.218058883758
753,40,2014-10-01,2014,October,1,444,196,248,1,-33.8746023870553,151.218058883758
754,40,2015-03-01,2015,March,0,418,215,203,1,-33.8746023870553,151.218058883758
755,40,2015-10-01,2015,October,1,335,166,169,1,-33.8746023870553,151.218058883758
756,40,2016-03-01,2016,March,0,358,151,207,1,-33.8746023870553,151.218058883758
757,40,2016-10-01,2016,October,1,428,213,215,1,-33.8746023870553,151.218058883758
758,40,2017-03-01,2017,March,0,398,174,224,1,-33.8746023870553,151.218058883758
759,40,2017-10-01,2017,October,1,238,126,112,1,-33.8746023870553,151.218058883758
760,40,2018-10-01,2018,October,1,342,126,216,1,-33.8746023870553,151.218058883758
761,40,2019-03-01,2019,March,0,400,190,210,1,-33.8746023870553,151.218058883758
762,40,2019-10-01,2019,October,1,391,174,217,1,-33.8746023870553,151.218058883758
763,40,2020-03-01,2020,March,0,432,158,274,1,-33.8746023870553,151.218058883758
764,40,2020-10-01,2020,October,1,410,177,233,1,-33.8746023870553,151.218058883758
765,40,2021-03-01,2021,March,0,467,190,277,1,-33.8746023870553,151.218058883758
766,40,2021-10-01,2021,October,1,402,161,241,1,-33.8746023870553,151.218058883758
767,40,2022-03-01,2022,March,0,431,175,256,1,-33.8746023870553,151.218058883758
768,40,2022-10-01,2022,October,1,448,187,261,1,-33.8746023870553,151.218058883758
769,40,2023-03-01,2023,March,0,504,194,310,1,-33.8746023870553,151.218058883758
770,40,2023-10-01,2023,October,1,519,216,303,1,-33.8746023870553,151.218058883758
771,40,2024-03-01,2024,March,0,511,234,277,1,-33.8746023870553,151.218058883758
772,40,2024-10-01,2024,October,1,590,231,359,1,-33.8746023870553,151.218058883758
773,40,2025-03-01,2025,March,0,675,236,439,1,-33.8746023870553,151.218058883758
774,40,2025-10-01,2025,October,1,610,245,365,1,-33.8746023870553,151.218058883758
775,42,2010-03-01,2010,March,0,311,136,175,0,-33.8896283298779,151.190070961546
776,42,2010-10-01,2010,October,1,185,78,107,0,-33.8896283298779,151.190070961546
777,42,2011-03-01,2011,March,0,348,165,183,0,-33.8896283298779,151.190070961546
778,42,2011-10-01,2011,October,1,449,188,261,0,-33.8896283298779,151.190070961546
779,42,2012-03-01,2012,March,0,586,262,324,0,-33.8896283298779,151.190070961546
780,42,2012-10-01,2012,October,1,568,229,339,0,-33.8896283298779,151.190070961546
781,42,2013-03-01,2013,March,0,723,272,451,0,-33.8896283298779,151.190070961546
782,42,2013-10-01,2013,October,1,517,212,305,0,-33.8896283298779,151.190070961546
783,42,2014-03-01,2014,March,0,662,270,392,0,-33.8896283298779,151.190070961546
784,42,2014-10-01,2014,October,1,286,134,152,0,-33.8896283298779,151.190070961546
785,42,2015-03-01,2015,March,0,569,206,363,0,-33.8896283298779,151.190070961546
786,42,2015-10-01,2015,October,1,458,196,262,0,-33.8896283298779,151.190070961546
787,42,2016-03-01,2016,March,0,501,190,311,0,-33.8896283298779,151.190070961546
788,42,2016-10-01,2016,October,1,557,244,313,0,-33.8896283298779,151.190070961546
789,42,2017-03-01,2017,March,0,356,165,191,0,-33.8896283298779,151.190070961546
790,42,2017-10-01,2017,October,1,536,234,302,0,-33.8896283298779,151.190070961546
791,42,2018-10-01,2018,October,1,477,211,266,0,-33.8896283298779,151.190070961546
792,42,2019-03-01,2019,March,0,556,220,336,0,-33.8896283298779,151.190070961546
793,42,2019-10-01,2019,October,1,620,252,368,0,-33.8896283298779,151.190070961546
794,42,2020-03-01,2020,March,0,360,96,264,0,-33.8896283298779,151.190070961546
795,42,2020-10-01,2020,October,1,467,179,288,0,-33.8896283298779,151.190070961546
796,42,2021-03-01,2021,March,0,412,150,262,0,-33.8896283298779,151.190070961546
797,42,2021-10-01,2021,October,1,379,171,208,0,-33.8896283298779,151.190070961546
798,42,2022-03-01,2022,March,0,411,152,259,0,-33.8896283298779,151.190070961546
799,42,2022-10-01,2022,October,1,430,162,268,0,-33.8896283298779,151.190070961546
800,42,2023-03-01,2023,March,0,386,86,300,0,-33.8896283298779,151.190070961546
801,42,2023-10-01,2023,October,1,547,205,342,0,-33.8896283298779,151.190070961546
802,42,2024-03-01,2024,March,0,626,235,391,0,-33.8896283298779,151.190070961546
803,42,2024-10-01,2024,October,1,506,190,316,0,-33.8896283298779,151.190070961546
804,42,2025-03-01,2025,March,0,708,271,437,0,-33.8896283298779,151.190070961546
805,42,2025-10-01,2025,October,1,566,201,365,0,-33.8896283298779,151.190070961546
806,44,2010-03-01,2010,March,0,892,435,457,0,-33.8924325011492,151.194343878435
807,44,2010-10-01,2010,October,1,755,370,385,0,-33.8924325011492,151.194343878435
808,44,2011-03-01,2011,March,0,957,454,503,0,-33.8924325011492,151.194343878435
809,44,2011-10-01,2011,October,1,1092,434,658,0,-33.8924325011492,151.194343878435
810,44,2012-03-01,2012,March,0,1046,496,550,0,-33.8924325011492,151.194343878435
811,44,2012-10-01,2012,October,1,1034,421,613,0,-33.8924325011492,151.194343878435
812,44,2013-03-01,2013,March,0,1259,571,688,0,-33.8924325011492,151.194343878435
813,44,2013-10-01,2013,October,1,1271,593,678,0,-33.8924325011492,151.194343878435
814,44,2014-03-01,2014,March,0,1211,554,657,0,-33.8924325011492,151.194343878435
815,44,2014-10-01,2014,October,1,1224,591,633,0,-33.8924325011492,151.194343878435
816,44,2015-03-01,2015,March,0,1309,613,696,0,-33.8924325011492,151.194343878435
817,44,2015-10-01,2015,October,1,1181,570,611,0,-33.8924325011492,151.194343878435
818,44,2016-03-01,2016,March,0,1221,583,638,0,-33.8924325011492,151.194343878435
819,44,2016-10-01,2016,October,1,1271,597,674,0,-33.8924325011492,151.194343878435
820,44,2017-03-01,2017,March,0,1254,621,633,0,-33.8924325011492,151.194343878435
821,44,2017-10-01,2017,October,1,1274,650,624,0,-33.8924325011492,151.194343878435
822,44,2018-10-01,2018,October,1,1228,633,595,0,-33.8924325011492,151.194343878435
823,44,2019-03-01,2019,March,0,1242,610,632,0,-33.8924325011492,151.194343878435
824,44,2019-10-01,2019,October,1,1046,526,520,0,-33.8924325011492,151.194343878435
825,44,2020-03-01,2020,March,0,857,386,471,0,-33.8924325011492,151.194343878435
826,44,2020-10-01,2020,October,1,1169,590,579,0,-33.8924325011492,151.194343878435
827,44,2021-03-01,2021,March,0,1104,529,575,0,-33.8924325011492,151.194343878435
828,44,2021-10-01,2021,October,1,886,436,450,0,-33.8924325011492,151.194343878435
829,44,2022-03-01,2022,March,0,794,360,434,0,-33.8924325011492,151.194343878435
830,44,2022-10-01,2022,October,1,872,420,452,0,-33.8924325011492,151.194343878435
831,44,2023-03-01,2023,March,0,976,442,534,0,-33.8924325011492,151.194343878435
832,44,2023-10-01,2023,October,1,1070,480,590,0,-33.8924325011492,151.194343878435
833,44,2024-03-01,2024,March,0,1133,483,650,0,-33.8924325011492,151.194343878435
834,44,2024-10-01,2024,October,1,1103,479,624,0,-33.8924325011492,151.194343878435
835,44,2025-03-01,2025,March,0,1295,543,752,0,-33.8924325011492,151.194343878435
836,44,2025-10-01,2025,October,1,1154,504,650,0,-33.8924325011492,151.194343878435
837,45,2010-03-01,2010,March,0,252,98,154,0,-33.9000243651036,151.185798963529
838,45,2010-10-01,2010,October,1,310,154,156,0,-33.9000243651036,151.185798963529
839,45,2011-03-01,2011,March,0,319,161,158,0,-33.9000243651036,151.185798963529
840,45,2011-10-01,2011,October,1,361,175,186,0,-33.9000243651036,151.185798963529
841,45,2012-03-01,2012,March,0,326,167,159,0,-33.9000243651036,151.185798963529
842,45,2012-10-01,2012,October,1,186,99,87,0,-33.9000243651036,151.185798963529
843,45,2013-03-01,2013,March,0,445,197,248,0,-33.9000243651036,151.185798963529
844,45,2013-10-01,2013,October,1,370,168,202,0,-33.9000243651036,151.185798963529
845,45,2014-03-01,2014,March,0,451,212,239,0,-33.9000243651036,151.185798963529
846,45,2014-10-01,2014,October,1,381,184,197,0,-33.9000243651036,151.185798963529
847,45,2015-03-01,2015,March,0,322,141,181,0,-33.9000243651036,151.185798963529
848,45,2015-10-01,2015,October,1,346,198,148,0,-33.9000243651036,151.185798963529
849,45,2016-03-01,2016,March,0,333,143,190,0,-33.9000243651036,151.185798963529
850,45,2016-10-01,2016,October,1,412,205,207,0,-33.9000243651036,151.185798963529
851,45,2017-03-01,2017,March,0,426,201,225,0,-33.9000243651036,151.185798963529
852,45,2017-10-01,2017,October,1,385,172,213,0,-33.9000243651036,151.185798963529
853,45,2018-10-01,2018,October,1,324,186,138,0,-33.9000243651036,151.185798963529
854,45,2019-03-01,2019,March,0,401,185,216,0,-33.9000243651036,151.185798963529
855,45,2019-10-01,2019,October,1,303,134,169,0,-33.9000243651036,151.185798963529
856,45,2020-03-01,2020,March,0,545,257,288,0,-33.9000243651036,151.185798963529
857,45,2020-10-01,2020,October,1,521,213,308,0,-33.9000243651036,151.185798963529
858,45,2021-03-01,2021,March,0,583,233,350,0,-33.9000243651036,151.185798963529
859,45,2021-10-01,2021,October,1,439,177,262,0,-33.9000243651036,151.185798963529
860,45,2022-03-01,2022,March,0,439,228,211,0,-33.9000243651036,151.185798963529
861,45,2022-10-01,2022,October,1,486,180,306,0,-33.9000243651036,151.185798963529
862,45,2023-03-01,2023,March,0,534,219,315,0,-33.9000243651036,151.185798963529
863,45,2023-10-01,2023,October,1,719,272,447,0,-33.9000243651036,151.185798963529
864,45,2024-03-01,2024,March,0,669,276,393,0,-33.9000243651036,151.185798963529
865,45,2024-10-01,2024,October,1,655,243,412,0,-33.9000243651036,151.185798963529
866,45,2025-03-01,2025,March,0,848,323,525,0,-33.9000243651036,151.185798963529
867,45,2025-10-01,2025,October,1,705,264,441,0,-33.9000243651036,151.185798963529
868,46,2010-03-01,2010,March,0,190,49,141,0,-33.9066937270317,151.181390963039
869,46,2010-10-01,2010,October,1,276,99,177,0,-33.9066937270317,151.181390963039
870,46,2011-03-01,2011,March,0,185,82,103,0,-33.9066937270317,151.181390963039
871,46,2011-10-01,2011,October,1,209,79,130,0,-33.9066937270317,151.181390963039
872,46,2012-03-01,2012,March,0,201,92,109,0,-33.9066937270317,151.181390963039
873,46,2012-10-01,2012,October,1,261,117,144,0,-33.9066937270317,151.181390963039
874,46,2013-03-01,2013,March,0,337,152,185,0,-33.9066937270317,151.181390963039
875,46,2013-10-01,2013,October,1,260,108,152,0,-33.9066937270317,151.181390963039
876,46,2014-03-01,2014,March,0,304,137,167,0,-33.9066937270317,151.181390963039
877,46,2014-10-01,2014,October,1,314,164,150,0,-33.9066937270317,151.181390963039
878,46,2015-03-01,2015,March,0,222,89,133,0,-33.9066937270317,151.181390963039
879,46,2015-10-01,2015,October,1,196,83,113,0,-33.9066937270317,151.181390963039
880,46,2016-03-01,2016,March,0,192,91,101,0,-33.9066937270317,151.181390963039
881,46,2016-10-01,2016,October,1,284,141,143,0,-33.9066937270317,151.181390963039
882,46,2017-03-01,2017,March,0,246,102,144,0,-33.9066937270317,151.181390963039
883,46,2017-10-01,2017,October,1,231,89,142,0,-33.9066937270317,151.181390963039
884,46,2018-10-01,2018,October,1,209,96,113,0,-33.9066937270317,151.181390963039
885,46,2019-03-01,2019,March,0,291,99,192,0,-33.9066937270317,151.181390963039
886,46,2019-10-01,2019,October,1,317,115,202,0,-33.9066937270317,151.181390963039
887,46,2020-03-01,2020,March,0,288,88,200,0,-33.9066937270317,151.181390963039
888,46,2020-10-01,2020,October,1,309,108,201,0,-33.9066937270317,151.181390963039
889,46,2021-03-01,2021,March,0,306,93,213,0,-33.9066937270317,151.181390963039
890,46,2021-10-01,2021,October,1,327,107,220,0,-33.9066937270317,151.181390963039
891,46,2022-03-01,2022,March,0,353,122,231,0,-33.9066937270317,151.181390963039
892,46,2022-10-01,2022,October,1,338,139,199,0,-33.9066937270317,151.181390963039
893,46,2023-03-01,2023,March,0,373,119,254,0,-33.9066937270317,151.181390963039
894,46,2023-10-01,2023,October,1,349,121,228,0,-33.9066937270317,151.181390963039
895,46,2024-03-01,2024,March,0,356,124,232,0,-33.9066937270317,151.181390963039
896,46,2024-10-01,2024,October,1,313,118,195,0,-33.9066937270317,151.181390963039
897,46,2025-03-01,2025,March,0,369,116,253,0,-33.9066937270317,151.181390963039
898,46,2025-10-01,2025,October,1,321,120,201,0,-33.9066937270317,151.181390963039
899,48,2010-03-01,2010,March,0,118,43,75,0,-33.9064642758807,151.188091312682
900,48,2010-10-01,2010,October,1,168,72,96,0,-33.9064642758807,151.188091312682
901,48,2011-03-01,2011,March,0,158,67,91,0,-33.9064642758807,151.188091312682
902,48,2011-10-01,2011,October,1,187,113,74,0,-33.9064642758807,151.188091312682
903,48,2012-03-01,2012,March,0,234,90,144,0,-33.9064642758807,151.188091312682
904,48,2012-10-01,2012,October,1,162,83,79,0,-33.9064642758807,151.188091312682
905,48,2013-03-01,2013,March,0,270,112,158,0,-33.9064642758807,151.188091312682
906,48,2013-10-01,2013,October,1,228,113,115,0,-33.9064642758807,151.188091312682
907,48,2014-03-01,2014,March,0,227,106,121,0,-33.9064642758807,151.188091312682
908,48,2014-10-01,2014,October,1,212,103,109,0,-33.9064642758807,151.188091312682
909,48,2015-03-01,2015,March,0,271,138,133,0,-33.9064642758807,151.188091312682
910,48,2015-10-01,2015,October,1,225,108,117,0,-33.9064642758807,151.188091312682
911,48,2016-03-01,2016,March,0,211,105,106,0,-33.9064642758807,151.188091312682
912,48,2016-10-01,2016,October,1,217,110,107,0,-33.9064642758807,151.188091312682
913,48,2017-03-01,2017,March,0,239,113,126,0,-33.9064642758807,151.188091312682
914,48,2017-10-01,2017,October,1,244,100,144,0,-33.9064642758807,151.188091312682
915,48,2018-10-01,2018,October,1,241,130,111,0,-33.9064642758807,151.188091312682
916,48,2019-03-01,2019,March,0,267,115,152,0,-33.9064642758807,151.188091312682
917,48,2019-10-01,2019,October,1,311,137,174,0,-33.9064642758807,151.188091312682
918,48,2020-03-01,2020,March,0,270,94,176,0,-33.9064642758807,151.188091312682
919,48,2020-10-01,2020,October,1,308,122,186,0,-33.9064642758807,151.188091312682
920,48,2021-03-01,2021,March,0,263,99,164,0,-33.9064642758807,151.188091312682
921,48,2021-10-01,2021,October,1,296,127,169,0,-33.9064642758807,151.188091312682
922,48,2022-03-01,2022,March,0,280,113,167,0,-33.9064642758807,151.188091312682
923,48,2022-10-01,2022,October,1,292,131,161,0,-33.9064642758807,151.188091312682
924,48,2023-03-01,2023,March,0,294,118,176,0,-33.9064642758807,151.188091312682
925,48,2023-10-01,2023,October,1,365,159,206,0,-33.9064642758807,151.188091312682
926,48,2024-03-01,2024,March,0,341,142,199,0,-33.9064642758807,151.188091312682
927,48,2024-10-01,2024,October,1,271,106,165,0,-33.9064642758807,151.188091312682
928,48,2025-03-01,2025,March,0,362,141,221,0,-33.9064642758807,151.188091312682
929,48,2025-10-01,2025,October,1,323,113,210,0,-33.9064642758807,151.188091312682
930,50,2010-03-01,2010,March,0,155,69,86,0,-33.8976291896064,151.195544352299
931,50,2010-10-01,2010,October,1,190,88,102,0,-33.8976291896064,151.195544352299
932,50,2011-03-01,2011,March,0,174,96,78,0,-33.8976291896064,151.195544352299
933,50,2011-10-01,2011,October,1,152,75,77,0,-33.8976291896064,151.195544352299
934,50,2012-03-01,2012,March,0,288,144,144,0,-33.8976291896064,151.195544352299
935,50,2012-10-01,2012,October,1,138,78,60,0,-33.8976291896064,151.195544352299
936,50,2013-03-01,2013,March,0,255,145,110,0,-33.8976291896064,151.195544352299
937,50,2013-10-01,2013,October,1,280,128,152,0,-33.8976291896064,151.195544352299
938,50,2014-03-01,2014,March,0,285,138,147,0,-33.8976291896064,151.195544352299
939,50,2014-10-01,2014,October,1,230,106,124,0,-33.8976291896064,151.195544352299
940,50,2015-03-01,2015,March,0,250,104,146,0,-33.8976291896064,151.195544352299
941,50,2015-10-01,2015,October,1,248,126,122,0,-33.8976291896064,151.195544352299
942,50,2016-03-01,2016,March,0,191,102,89,0,-33.8976291896064,151.195544352299
943,50,2016-10-01,2016,October,1,223,116,107,0,-33.8976291896064,151.195544352299
944,50,2017-03-01,2017,March,0,206,96,110,0,-33.8976291896064,151.195544352299
945,50,2017-10-01,2017,October,1,218,102,116,0,-33.8976291896064,151.195544352299
946,50,2018-10-01,2018,October,1,295,154,141,0,-33.8976291896064,151.195544352299
947,50,2019-03-01,2019,March,0,272,135,137,0,-33.8976291896064,151.195544352299
948,50,2019-10-01,2019,October,1,251,110,141,0,-33.8976291896064,151.195544352299
949,50,2020-03-01,2020,March,0,190,85,105,0,-33.8976291896064,151.195544352299
950,50,2020-10-01,2020,October,1,265,116,149,0,-33.8976291896064,151.195544352299
951,50,2021-03-01,2021,March,0,344,155,189,0,-33.8976291896064,151.195544352299
952,50,2021-10-01,2021,October,1,303,137,166,0,-33.8976291896064,151.195544352299
953,50,2022-03-01,2022,March,0,326,147,179,0,-33.8976291896064,151.195544352299
954,50,2022-10-01,2022,October,1,266,112,154,0,-33.8976291896064,151.195544352299
955,50,2023-03-01,2023,March,0,315,140,175,0,-33.8976291896064,151.195544352299
956,50,2023-10-01,2023,October,1,379,166,213,0,-33.8976291896064,151.195544352299
957,50,2024-03-01,2024,March,0,388,173,215,0,-33.8976291896064,151.195544352299
958,50,2024-10-01,2024,October,1,340,151,189,0,-33.8976291896064,151.195544352299
959,50,2025-03-01,2025,March,0,430,187,243,0,-33.8976291896064,151.195544352299
960,50,2025-10-01,2025,October,1,342,150,192,0,-33.8976291896064,151.195544352299
961,51,2010-03-01,2010,March,0,263,113,150,0,-33.8844096082565,151.178545656525
962,51,2010-10-01,2010,October,1,293,146,147,0,-33.8844096082565,151.178545656525
963,51,2011-03-01,2011,March,0,298,152,146,0,-33.8844096082565,151.178545656525
964,51,2011-10-01,2011,October,1,237,119,118,0,-33.8844096082565,151.178545656525
965,51,2012-03-01,2012,March,0,336,170,166,0,-33.8844096082565,151.178545656525
966,51,2012-10-01,2012,October,1,354,199,155,0,-33.8844096082565,151.178545656525
967,51,2013-03-01,2013,March,0,333,160,173,0,-33.8844096082565,151.178545656525
968,51,2013-10-01,2013,October,1,392,200,192,0,-33.8844096082565,151.178545656525
969,51,2014-03-01,2014,March,0,435,229,206,0,-33.8844096082565,151.178545656525
970,51,2014-10-01,2014,October,1,323,171,152,0,-33.8844096082565,151.178545656525
971,51,2015-03-01,2015,March,0,339,169,170,0,-33.8844096082565,151.178545656525
972,51,2015-10-01,2015,October,1,340,186,154,0,-33.8844096082565,151.178545656525
973,51,2016-03-01,2016,March,0,352,173,179,0,-33.8844096082565,151.178545656525
974,51,2016-10-01,2016,October,1,333,171,162,0,-33.8844096082565,151.178545656525
975,51,2017-03-01,2017,March,0,364,200,164,0,-33.8844096082565,151.178545656525
976,51,2017-10-01,2017,October,1,462,232,230,0,-33.8844096082565,151.178545656525
977,51,2018-10-01,2018,October,1,430,220,210,0,-33.8844096082565,151.178545656525
978,51,2019-03-01,2019,March,0,417,196,221,0,-33.8844096082565,151.178545656525
979,51,2019-10-01,2019,October,1,422,212,210,0,-33.8844096082565,151.178545656525
980,51,2020-03-01,2020,March,0,329,176,153,0,-33.8844096082565,151.178545656525
981,51,2020-10-01,2020,October,1,387,188,199,0,-33.8844096082565,151.178545656525
982,51,2021-03-01,2021,March,0,365,183,182,0,-33.8844096082565,151.178545656525
983,51,2021-10-01,2021,October,1,315,138,177,0,-33.8844096082565,151.178545656525
984,51,2022-03-01,2022,March,0,413,181,232,0,-33.8844096082565,151.178545656525
985,51,2022-10-01,2022,October,1,404,189,215,0,-33.8844096082565,151.178545656525
986,51,2023-03-01,2023,March,0,492,220,272,0,-33.8844096082565,151.178545656525
987,51,2023-10-01,2023,October,1,532,251,281,0,-33.8844096082565,151.178545656525
988,51,2024-03-01,2024,March,0,535,238,297,0,-33.8844096082565,151.178545656525
989,51,2024-10-01,2024,October,1,415,186,229,0,-33.8844096082565,151.178545656525
990,51,2025-03-01,2025,March,0,575,228,347,0,-33.8844096082565,151.178545656525
991,51,2025-10-01,2025,October,1,395,168,227,0,-33.8844096082565,151.178545656525
992,52,2010-03-01,2010,March,0,136,56,80,0,-33.8830124000444,151.175307355081
993,52,2010-10-01,2010,October,1,184,62,122,0,-33.8830124000444,151.175307355081
994,52,2011-03-01,2011,March,0,154,72,82,0,-33.8830124000444,151.175307355081
995,52,2011-10-01,2011,October,1,215,107,108,0,-33.8830124000444,151.175307355081
996,52,2012-03-01,2012,March,0,201,83,118,0,-33.8830124000444,151.175307355081
997,52,2012-10-01,2012,October,1,339,167,172,0,-33.8830124000444,151.175307355081
998,52,2013-03-01,2013,March,0,184,81,103,0,-33.8830124000444,151.175307355081
999,52,2013-10-01,2013,October,1,234,128,106,0,-33.8830124000444,151.175307355081
1000,52,2014-03-01,2014,March,0,256,121,135,0,-33.8830124000444,151.175307355081
1001,52,2014-10-01,2014,October,1,131,70,61,0,-33.8830124000444,151.175307355081
1002,52,2015-03-01,2015,March,0,256,120,136,0,-33.8830124000444,151.175307355081
1003,52,2015-10-01,2015,October,1,181,103,78,0,-33.8830124000444,151.175307355081
1004,52,2016-03-01,2016,March,0,189,97,92,0,-33.8830124000444,151.175307355081
1005,52,2016-10-01,2016,October,1,180,78,102,0,-33.8830124000444,151.175307355081
1006,52,2017-03-01,2017,March,0,165,90,75,0,-33.8830124000444,151.175307355081
1007,52,2017-10-01,2017,October,1,206,107,99,0,-33.8830124000444,151.175307355081
1008,52,2018-10-01,2018,October,1,218,116,102,0,-33.8830124000444,151.175307355081
1009,52,2019-03-01,2019,March,0,278,127,151,0,-33.8830124000444,151.175307355081
1010,52,2019-10-01,2019,October,1,247,97,150,0,-33.8830124000444,151.175307355081
1011,52,2020-03-01,2020,March,0,188,91,97,0,-33.8830124000444,151.175307355081
1012,52,2020-10-01,2020,October,1,254,112,142,0,-33.8830124000444,151.175307355081
1013,52,2021-03-01,2021,March,0,196,92,104,0,-33.8830124000444,151.175307355081
1014,52,2021-10-01,2021,October,1,272,129,143,0,-33.8830124000444,151.175307355081
1015,52,2022-03-01,2022,March,0,252,99,153,0,-33.8830124000444,151.175307355081
1016,52,2022-10-01,2022,October,1,238,109,129,0,-33.8830124000444,151.175307355081
1017,52,2023-03-01,2023,March,0,227,109,118,0,-33.8830124000444,151.175307355081
1018,52,2023-10-01,2023,October,1,298,130,168,0,-33.8830124000444,151.175307355081
1019,52,2024-03-01,2024,March,0,311,128,183,0,-33.8830124000444,151.175307355081
1020,52,2024-10-01,2024,October,1,263,116,147,0,-33.8830124000444,151.175307355081
1021,52,2025-03-01,2025,March,0,363,127,236,0,-33.8830124000444,151.175307355081
1022,52,2025-10-01,2025,October,1,293,101,192,0,-33.8830124000444,151.175307355081
1023,54,2010-03-01,2010,March,0,231,141,90,0,-33.8797979064856,151.186995261178
1024,54,2010-10-01,2010,October,1,346,179,167,0,-33.8797979064856,151.186995261178
1025,54,2011-03-01,2011,March,0,358,193,165,0,-33.8797979064856,151.186995261178
1026,54,2011-10-01,2011,October,1,203,89,114,0,-33.8797979064856,151.186995261178
1027,54,2012-03-01,2012,March,0,365,189,176,0,-33.8797979064856,151.186995261178
1028,54,2012-10-01,2012,October,1,415,213,202,0,-33.8797979064856,151.186995261178
1029,54,2013-03-01,2013,March,0,514,257,257,0,-33.8797979064856,151.186995261178
1030,54,2013-10-01,2013,October,1,456,233,223,0,-33.8797979064856,151.186995261178
1031,54,2014-03-01,2014,March,0,480,248,232,0,-33.8797979064856,151.186995261178
1032,54,2014-10-01,2014,October,1,354,193,161,0,-33.8797979064856,151.186995261178
1033,54,2015-03-01,2015,March,0,407,220,187,0,-33.8797979064856,151.186995261178
