,Cluster,Interpretation,n_sites,Mean count,Std count,Morning/Evening ratio,Mar–Oct difference,Example routes/sites
0,0,Southwest peripheral sites,36,349.15999999999997,89.06842920215408,0.890448680489343,-14.708333333333332,Princes Hwy / Parramatta Rd / Eastern Dist
1,1,Inner-city connector streets,18,360.38,95.21769926309304,0.9438441877653403,3.916666666666667,Bridge St / Elizabeth St
2,2,High-volume commuter corridors,13,1517.52,381.12508008089236,1.125185185996307,-60.666666666666664,Harbour Brg / Pyrmont Brg / Anzac Pde
